"CLIENTNUM","STATUS","CUSTOMER_AGE","GENDER","DEPENDENT_COUNT","EDUCATION_LEVEL","MARITAL_STATUS","INCOME_CATEGORY","CARD_CATEGORY","MONTHS_ON_BOOK","TOTAL_RELATIONSHIP_COUNT","MONTHS_INACTIVE_12_MON","CONTACTS_COUNT_12_MON","CREDIT_LIMIT","TOTAL_REVOLVING_BAL","AVG_OPEN_TO_BUY","TOTAL_TRANS_AMT","TOTAL_TRANS_CT","AVG_UTILIZATION_RATIO"
708557358,Existing Customer,43,M,2,College,Married,$60K - $80K,Blue,28,4,2,3,22157,1355,20802,1911,55,0.061
708558408,Existing Customer,50,M,3,High School,Single,$40K - $60K,Blue,31,5,3,3,9949,1597,8352,3776,83,0.161
708559533,Existing Customer,40,M,1,Uneducated,Married,$80K - $120K,Blue,36,6,3,2,1770,584,1186,4442,83,0.33
708560733,Existing Customer,42,F,3,Graduate,Divorced,Less than $40K,Blue,36,5,2,3,3714,2517,1197,4715,85,0.678
708563433,Attrited Customer,65,F,0,High School,Single,Unknown,Blue,56,3,6,3,5894,477,5417,1616,32,0.081
708564858,Attrited Customer,33,M,2,College,Married,$120K +,Gold,20,2,1,4,34516,0,34516,9338,73,0.0
708568983,Existing Customer,40,M,3,High School,Married,$60K - $80K,Blue,28,2,3,1,11476,2365,9111,8110,113,0.206
708572658,Existing Customer,49,M,5,Graduate,Married,$60K - $80K,Silver,38,1,1,2,29531,2088,27443,15039,120,0.071
708573933,Existing Customer,45,F,2,Unknown,Single,Less than $40K,Silver,36,2,2,3,13026,789,12237,14747,100,0.061
708575058,Attrited Customer,46,F,3,Uneducated,Divorced,$40K - $60K,Blue,39,2,3,2,3157,965,2192,3300,58,0.306
708577308,Existing Customer,43,F,1,Unknown,Divorced,Less than $40K,Blue,36,4,2,3,2637,1272,1365,1569,39,0.482
708579633,Existing Customer,40,M,4,Unknown,Divorced,$40K - $60K,Gold,28,4,2,2,23981,1788,22193,1421,34,0.075
708580908,Existing Customer,56,M,3,High School,Married,$60K - $80K,Blue,37,3,3,3,14551,2517,12034,1373,35,0.173
708582858,Existing Customer,38,M,3,Graduate,Single,$60K - $80K,Blue,25,3,3,4,18293,0,18293,2958,63,0.0
708584208,Attrited Customer,36,F,2,Graduate,Unknown,Less than $40K,Blue,36,5,2,4,3111,2517,594,2367,41,0.809
708585933,Existing Customer,44,F,4,High School,Single,Less than $40K,Blue,36,6,2,3,1656,1429,227,4258,77,0.863
708588408,Existing Customer,53,M,3,Uneducated,Single,$60K - $80K,Blue,36,6,2,2,6836,1607,5229,4421,74,0.235
708590658,Existing Customer,65,F,1,Unknown,Married,Unknown,Blue,53,5,3,2,15965,2312,13653,1619,40,0.145
708593883,Existing Customer,39,M,2,College,Married,$60K - $80K,Blue,26,3,1,4,2731,1573,1158,1813,38,0.576
708595158,Existing Customer,27,F,0,Graduate,Single,Less than $40K,Blue,36,6,1,2,1677,1598,79,2389,43,0.953
708596283,Existing Customer,35,F,3,Uneducated,Single,Less than $40K,Blue,23,3,2,2,2858,1251,1607,2844,73,0.438
708597558,Existing Customer,42,M,3,High School,Single,$60K - $80K,Blue,36,4,4,3,3337,795,2542,3951,68,0.238
708600033,Existing Customer,46,M,2,Graduate,Married,$40K - $60K,Blue,39,4,3,1,1610,0,1610,4958,87,0.0
708602283,Existing Customer,40,F,4,Uneducated,Married,Unknown,Blue,36,3,3,1,2887,0,2887,3941,82,0.0
708606633,Attrited Customer,56,F,3,Graduate,Married,$40K - $60K,Blue,44,6,3,4,1544,0,1544,1902,35,0.0
708611733,Existing Customer,42,F,1,College,Married,Unknown,Blue,33,4,4,3,3119,1328,1791,4659,82,0.426
708614058,Existing Customer,56,F,2,Graduate,Divorced,Less than $40K,Blue,45,4,2,4,1960,1690,270,3870,67,0.862
708615183,Existing Customer,44,M,2,Unknown,Married,$60K - $80K,Blue,34,4,4,4,3828,1146,2682,4558,90,0.299
708618933,Existing Customer,34,M,2,Uneducated,Single,$120K +,Blue,13,6,3,2,4369,2049,2320,3259,80,0.469
708620283,Existing Customer,35,M,1,Unknown,Single,$60K - $80K,Blue,25,6,3,2,6053,2001,4052,2208,59,0.331
708621408,Existing Customer,39,F,1,Unknown,Single,Less than $40K,Blue,28,3,2,1,1438,0,1438,4173,82,0.0
708623283,Existing Customer,35,M,2,Uneducated,Single,$60K - $80K,Blue,16,6,3,2,18278,0,18278,2084,61,0.0
708626058,Existing Customer,49,F,2,Uneducated,Married,Less than $40K,Blue,34,6,2,4,5242,1465,3777,4098,68,0.279
708633783,Attrited Customer,43,M,3,Uneducated,Single,$80K - $120K,Blue,30,3,2,4,11336,0,11336,1809,39,0.0
708635058,Existing Customer,53,F,0,High School,Single,Less than $40K,Blue,44,4,1,1,1904,886,1018,4798,85,0.465
708637758,Existing Customer,49,F,3,Graduate,Single,Unknown,Blue,37,4,3,4,17345,545,16800,3523,64,0.031
708642708,Attrited Customer,40,F,2,Uneducated,Married,Unknown,Blue,36,3,2,3,13019,0,13019,1484,33,0.0
708644208,Existing Customer,39,F,2,Graduate,Single,$40K - $60K,Blue,34,5,2,4,5858,0,5858,3355,77,0.0
708646233,Existing Customer,44,F,1,Unknown,Divorced,Unknown,Blue,36,3,2,1,17116,1289,15827,3632,50,0.075
708649683,Existing Customer,51,M,2,High School,Single,$60K - $80K,Blue,42,1,3,2,16703,1140,15563,15472,122,0.068
708651933,Existing Customer,56,M,2,Graduate,Married,$60K - $80K,Blue,44,3,1,2,2043,1928,115,2311,57,0.944
708652908,Existing Customer,47,F,5,Uneducated,Married,Less than $40K,Blue,36,1,6,1,2291,1419,872,4498,81,0.619
708653958,Attrited Customer,38,M,3,College,Married,$60K - $80K,Blue,36,5,2,2,6114,1461,4653,2608,36,0.239
708654933,Attrited Customer,51,F,2,Doctorate,Married,Less than $40K,Platinum,42,3,2,3,15987,193,15794,2021,46,0.012
708655983,Existing Customer,49,F,3,High School,Divorced,Unknown,Blue,40,3,3,2,5267,0,5267,1353,24,0.0
708657033,Existing Customer,60,F,2,College,Single,Less than $40K,Blue,54,5,3,2,2694,1923,771,3837,71,0.714
708660408,Attrited Customer,40,F,1,College,Married,$40K - $60K,Blue,36,4,2,4,1737,1689,48,2459,43,0.972
708662583,Attrited Customer,41,M,3,Unknown,Married,$60K - $80K,Silver,29,1,3,4,27945,0,27945,8345,70,0.0
708664008,Existing Customer,57,M,3,College,Married,$80K - $120K,Blue,45,6,3,4,14270,0,14270,1222,37,0.0
708665133,Existing Customer,40,M,2,Graduate,Married,$80K - $120K,Blue,28,6,2,3,3654,1172,2482,4003,67,0.321
708666258,Existing Customer,43,M,4,Unknown,Married,$40K - $60K,Blue,36,5,3,0,8129,1799,6330,1402,33,0.221
708668283,Existing Customer,39,M,2,Graduate,Married,$80K - $120K,Blue,22,5,4,2,5140,2517,2623,1842,36,0.49
708669408,Existing Customer,54,M,5,College,Single,$60K - $80K,Blue,45,6,1,3,20401,0,20401,4637,75,0.0
708670608,Existing Customer,48,F,5,Uneducated,Married,Unknown,Blue,36,4,2,3,5495,2200,3295,5125,85,0.4
708671733,Existing Customer,48,M,4,Graduate,Married,$60K - $80K,Blue,36,2,3,3,2072,1499,573,4091,71,0.723
708672708,Existing Customer,49,M,4,High School,Unknown,$80K - $120K,Blue,31,2,3,3,34516,2517,31999,3990,65,0.073
708679383,Existing Customer,44,F,2,Unknown,Unknown,Less than $40K,Blue,32,5,1,3,4852,1777,3075,1775,55,0.366
708680583,Existing Customer,53,F,1,Graduate,Married,$40K - $60K,Blue,36,4,1,2,2043,1590,453,4940,68,0.778
708681708,Attrited Customer,51,F,2,Unknown,Single,Less than $40K,Blue,43,5,3,2,3245,0,3245,1977,29,0.0
708682908,Existing Customer,43,F,4,Unknown,Single,Unknown,Blue,28,2,2,1,2838,1934,904,8644,87,0.681
708684108,Attrited Customer,46,F,4,Graduate,Married,$40K - $60K,Blue,34,5,3,1,4152,1446,2706,2218,30,0.348
708687483,Attrited Customer,54,F,4,Graduate,Single,Less than $40K,Silver,36,3,2,3,13626,0,13626,1711,30,0.0
708688608,Existing Customer,62,F,1,High School,Married,Less than $40K,Blue,48,5,3,1,3140,1985,1155,1626,41,0.632
708689958,Existing Customer,48,F,4,Unknown,Unknown,Less than $40K,Blue,36,4,3,2,2406,1744,662,4748,88,0.725
708692583,Attrited Customer,44,F,2,High School,Single,Less than $40K,Blue,31,3,3,3,1506,168,1338,2312,44,0.112
708693558,Existing Customer,50,F,3,High School,Single,Less than $40K,Silver,38,3,2,2,12569,2167,10402,7344,95,0.172
708694983,Existing Customer,55,F,1,Uneducated,Unknown,Less than $40K,Blue,36,1,2,1,3150,2222,928,14750,96,0.705
708697983,Existing Customer,56,M,0,High School,Unknown,$120K +,Blue,49,2,2,2,34516,2156,32360,8766,78,0.062
708699108,Existing Customer,39,F,2,High School,Single,Less than $40K,Blue,36,4,3,3,1438,855,583,4890,53,0.594
708701358,Existing Customer,39,F,2,Uneducated,Single,Less than $40K,Blue,36,3,2,3,2370,2031,339,4000,79,0.857
708702258,Attrited Customer,40,F,3,Uneducated,Single,Unknown,Blue,36,3,2,2,3698,478,3220,2051,31,0.129
708703308,Attrited Customer,35,F,1,Unknown,Married,$40K - $60K,Blue,26,6,4,4,2045,1707,338,2183,39,0.835
708704433,Existing Customer,36,F,3,High School,Single,Unknown,Blue,23,6,3,4,2804,2090,714,2812,77,0.745
708705783,Attrited Customer,47,M,3,Doctorate,Married,$60K - $80K,Blue,36,6,3,1,1584,1214,370,2628,41,0.766
708706833,Attrited Customer,39,F,3,Uneducated,Divorced,Unknown,Blue,36,4,3,3,2809,0,2809,2466,40,0.0
708707808,Existing Customer,57,M,2,Graduate,Unknown,$60K - $80K,Blue,45,4,1,2,2480,1584,896,3438,66,0.639
708708858,Attrited Customer,50,F,1,Graduate,Single,Less than $40K,Blue,36,1,3,4,2422,502,1920,2548,46,0.207
708710283,Existing Customer,45,M,5,Doctorate,Married,$120K +,Silver,36,6,1,4,34516,2038,32478,4067,75,0.059
708711483,Existing Customer,57,M,2,Unknown,Married,$80K - $120K,Blue,46,2,3,0,18871,1740,17131,1516,21,0.092
708712833,Existing Customer,45,F,5,Graduate,Married,Less than $40K,Blue,36,4,1,2,2289,1037,1252,4483,72,0.453
708714108,Existing Customer,42,F,3,High School,Single,Less than $40K,Silver,31,5,2,3,13441,2517,10924,1894,49,0.187
708720558,Existing Customer,44,M,3,College,Married,$60K - $80K,Blue,30,5,2,0,4489,0,4489,3773,64,0.0
708721533,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,36,2,1,2,5158,1148,4010,13113,128,0.223
708722583,Existing Customer,39,F,4,Uneducated,Single,Less than $40K,Blue,36,5,3,1,2609,1656,953,3024,64,0.635
708723858,Existing Customer,48,F,4,Graduate,Single,Less than $40K,Blue,37,1,1,3,3413,1715,1698,3843,67,0.502
708724908,Existing Customer,47,F,2,High School,Single,Less than $40K,Blue,35,4,2,3,2262,0,2262,4113,83,0.0
708726708,Attrited Customer,42,F,3,Graduate,Single,$40K - $60K,Blue,36,6,2,3,1451,599,852,2192,35,0.413
708727983,Existing Customer,62,M,0,Uneducated,Single,$60K - $80K,Blue,36,6,1,3,3933,0,3933,3048,54,0.0
708731658,Attrited Customer,53,F,0,High School,Married,Less than $40K,Blue,41,3,3,4,1438,0,1438,1587,42,0.0
708733983,Attrited Customer,50,F,1,Doctorate,Single,$40K - $60K,Blue,36,6,3,2,5349,2391,2958,2122,46,0.447
708735183,Existing Customer,35,F,2,High School,Married,Less than $40K,Blue,22,4,3,3,2544,1848,696,2289,49,0.726
708736608,Attrited Customer,40,M,3,Graduate,Married,$120K +,Blue,27,5,3,2,2269,0,2269,2108,39,0.0
708740808,Existing Customer,45,M,4,Graduate,Married,$40K - $60K,Blue,36,5,3,4,4112,0,4112,2949,54,0.0
708741633,Existing Customer,52,M,4,High School,Married,$60K - $80K,Blue,44,6,3,4,4153,0,4153,1771,41,0.0
708744933,Existing Customer,35,M,2,High School,Married,$60K - $80K,Blue,36,4,2,4,19127,1880,17247,1859,33,0.098
708745983,Existing Customer,37,F,2,Unknown,Married,$40K - $60K,Blue,36,4,2,2,2208,1559,649,4686,81,0.706
708747708,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,33,4,1,2,3498,0,3498,2512,56,0.0
708748833,Existing Customer,37,F,3,Graduate,Single,$40K - $60K,Blue,25,2,2,3,9875,1239,8636,8920,105,0.125
708753633,Existing Customer,45,F,3,Doctorate,Married,$40K - $60K,Blue,32,2,1,1,1438,0,1438,4462,77,0.0
708754833,Existing Customer,48,F,3,Uneducated,Single,Unknown,Blue,40,3,4,4,2827,1182,1645,4583,72,0.418
708757233,Existing Customer,44,F,2,High School,Married,Less than $40K,Blue,32,4,2,3,2485,1489,996,3697,77,0.599
708758658,Existing Customer,49,M,4,Graduate,Married,$80K - $120K,Blue,39,5,1,1,34516,543,33973,3951,76,0.016
708759408,Existing Customer,48,F,3,Uneducated,Single,$40K - $60K,Blue,39,6,3,2,4207,0,4207,15124,108,0.0
708760458,Existing Customer,47,M,1,High School,Single,$80K - $120K,Blue,36,4,3,4,17655,0,17655,3692,79,0.0
708761733,Existing Customer,52,F,3,High School,Married,Unknown,Blue,36,2,2,2,8279,1582,6697,4419,63,0.191
708765933,Existing Customer,46,M,2,Post-Graduate,Married,$60K - $80K,Blue,36,3,2,2,5464,887,4577,4866,81,0.162
708768258,Existing Customer,51,F,4,Doctorate,Married,Less than $40K,Blue,43,6,1,2,2066,1077,989,4678,91,0.521
708770883,Existing Customer,43,M,2,Uneducated,Married,$80K - $120K,Blue,24,2,2,2,16667,1463,15204,15301,115,0.088
708772308,Existing Customer,41,M,3,Uneducated,Married,$80K - $120K,Blue,24,4,3,3,4119,1656,2463,1455,35,0.402
708773583,Existing Customer,52,F,3,Graduate,Unknown,$40K - $60K,Blue,45,5,2,0,10859,1710,9149,3987,64,0.157
708774708,Existing Customer,47,F,4,Graduate,Unknown,$40K - $60K,Blue,29,6,1,3,2636,1589,1047,3858,70,0.603
708776658,Existing Customer,54,M,2,Unknown,Married,$80K - $120K,Blue,43,6,3,2,5774,1519,4255,4444,70,0.263
708780783,Existing Customer,43,F,3,Graduate,Single,$40K - $60K,Blue,33,4,3,3,2434,1169,1265,4739,76,0.48
708784083,Existing Customer,47,F,3,Uneducated,Single,Less than $40K,Blue,36,5,2,1,2723,1588,1135,4307,83,0.583
708784908,Existing Customer,47,F,3,Graduate,Unknown,Unknown,Blue,34,5,1,4,18064,2039,16025,4435,88,0.113
708788583,Attrited Customer,64,F,1,College,Unknown,Less than $40K,Blue,56,3,1,2,6167,0,6167,1648,43,0.0
708790833,Existing Customer,42,M,5,Uneducated,Unknown,$120K +,Blue,31,5,3,2,6748,1467,5281,1201,42,0.217
708793008,Attrited Customer,46,M,3,Doctorate,Divorced,$80K - $120K,Blue,35,5,3,3,9949,0,9949,2207,40,0.0
708794133,Existing Customer,46,F,4,High School,Unknown,Less than $40K,Blue,37,3,1,4,2533,2136,397,3197,50,0.843
708796458,Existing Customer,30,F,2,Graduate,Single,Less than $40K,Blue,18,3,1,4,4199,1903,2296,3016,67,0.453
708797583,Attrited Customer,49,F,4,Unknown,Single,Unknown,Blue,31,6,3,3,2672,0,2672,2576,39,0.0
708798483,Attrited Customer,37,F,3,Unknown,Single,Unknown,Blue,24,2,3,2,2054,0,2054,2567,43,0.0
708799983,Attrited Customer,40,M,1,Post-Graduate,Married,$60K - $80K,Blue,36,6,3,4,18386,890,17496,1698,43,0.048
708801108,Attrited Customer,57,F,3,Uneducated,Single,Less than $40K,Blue,51,3,0,3,1438,0,1438,2113,38,0.0
708804633,Attrited Customer,44,F,2,Doctorate,Divorced,Less than $40K,Blue,36,1,2,2,1916,0,1916,2888,39,0.0
708805908,Attrited Customer,30,M,2,Graduate,Married,Less than $40K,Silver,18,1,1,3,10017,726,9291,9299,68,0.072
708807483,Existing Customer,51,F,3,Graduate,Married,$40K - $60K,Blue,45,5,2,3,9117,1259,7858,3837,75,0.138
708809283,Attrited Customer,41,F,4,Graduate,Divorced,$40K - $60K,Blue,33,1,3,1,10360,2517,7843,2414,28,0.243
708811233,Existing Customer,37,M,2,Graduate,Married,$80K - $120K,Blue,27,4,2,1,12702,2008,10694,1992,40,0.158
708812133,Existing Customer,49,F,3,Graduate,Married,Unknown,Blue,39,5,3,0,2270,1647,623,4110,75,0.726
708813033,Existing Customer,47,M,1,Graduate,Single,$40K - $60K,Blue,36,5,3,0,6509,2033,4476,1409,37,0.312
708816408,Existing Customer,41,M,4,Uneducated,Single,$80K - $120K,Blue,32,4,6,3,21756,0,21756,3063,71,0.0
708817608,Existing Customer,41,F,3,High School,Married,Unknown,Blue,24,3,1,1,3427,1419,2008,4218,74,0.414
708818508,Existing Customer,36,M,1,Unknown,Married,Less than $40K,Blue,26,5,2,2,3453,2517,936,4386,68,0.729
708820308,Existing Customer,47,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,36,6,2,2,13399,2505,10894,1326,31,0.187
708821733,Attrited Customer,43,F,3,Unknown,Single,$40K - $60K,Silver,36,2,3,4,19713,531,19182,8301,70,0.027
708822783,Existing Customer,53,F,2,High School,Single,Less than $40K,Blue,36,4,3,1,2973,2517,456,4862,77,0.847
708823908,Existing Customer,41,M,3,Graduate,Single,$60K - $80K,Blue,28,4,1,3,16443,1363,15080,4252,64,0.083
708824958,Existing Customer,50,F,4,High School,Single,Less than $40K,Blue,42,2,1,2,1460,0,1460,4265,63,0.0
708826158,Existing Customer,45,F,4,Uneducated,Divorced,$40K - $60K,Blue,27,2,2,1,3670,1684,1986,8608,100,0.459
708828258,Existing Customer,55,M,2,College,Married,$120K +,Blue,37,5,2,3,32641,1551,31090,1327,30,0.048
708829758,Existing Customer,41,M,2,High School,Married,$60K - $80K,Blue,36,4,3,2,6062,761,5301,3877,66,0.126
708831858,Attrited Customer,43,F,3,Uneducated,Married,Less than $40K,Blue,30,1,3,4,4579,1506,3073,1915,44,0.329
708833133,Existing Customer,40,F,3,Graduate,Divorced,Less than $40K,Blue,29,5,2,2,3170,2517,653,2027,49,0.794
708834483,Attrited Customer,46,M,2,Doctorate,Married,$80K - $120K,Blue,29,1,2,5,17667,0,17667,1775,42,0.0
708837858,Existing Customer,44,F,4,Doctorate,Unknown,Less than $40K,Blue,34,5,2,2,2718,1718,1000,4423,68,0.632
708838908,Existing Customer,49,F,3,Unknown,Single,$40K - $60K,Blue,42,4,3,4,5129,1654,3475,3192,61,0.322
708841233,Attrited Customer,41,M,2,College,Married,$80K - $120K,Blue,33,2,3,3,14682,2517,12165,8193,72,0.171
708846183,Existing Customer,48,M,4,College,Single,$60K - $80K,Blue,30,4,2,2,3307,2234,1073,4006,68,0.676
708848208,Existing Customer,52,M,3,Uneducated,Single,$80K - $120K,Blue,40,6,3,2,34516,1757,32759,4223,81,0.051
708849858,Existing Customer,44,M,3,Doctorate,Single,$120K +,Blue,35,4,1,5,14028,1435,12593,3683,73,0.102
708856983,Attrited Customer,36,M,3,Post-Graduate,Married,$120K +,Blue,27,2,1,2,13873,0,13873,694,18,0.0
708859158,Existing Customer,47,F,4,Graduate,Single,$40K - $60K,Blue,37,4,1,1,1438,703,735,4341,80,0.489
708860358,Existing Customer,38,M,3,High School,Married,$80K - $120K,Blue,22,4,2,3,6361,694,5667,1499,31,0.109
708862233,Existing Customer,44,F,4,Graduate,Married,$40K - $60K,Blue,30,3,3,3,4068,0,4068,5161,83,0.0
708863733,Existing Customer,35,M,3,Unknown,Single,$40K - $60K,Gold,19,1,1,3,22725,808,21917,13847,120,0.036
708864708,Existing Customer,46,M,3,College,Unknown,$80K - $120K,Blue,36,4,2,2,24869,1729,23140,1409,36,0.07
708866133,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,32,2,1,2,4196,1331,2865,14545,116,0.317
708867408,Attrited Customer,52,M,2,High School,Married,$60K - $80K,Blue,40,3,4,2,23128,1958,21170,2050,35,0.085
708868233,Attrited Customer,68,M,0,High School,Married,Less than $40K,Blue,52,1,3,2,1438,900,538,760,21,0.626
708869283,Existing Customer,50,M,4,High School,Married,$80K - $120K,Blue,41,6,3,3,23209,1308,21901,3530,71,0.056
708870408,Existing Customer,53,M,4,Unknown,Single,Less than $40K,Blue,43,6,3,1,3844,2079,1765,4271,56,0.541
708871158,Existing Customer,60,M,1,Graduate,Single,$60K - $80K,Silver,42,4,3,4,28701,0,28701,3516,57,0.0
708873183,Existing Customer,47,M,2,Post-Graduate,Single,$60K - $80K,Blue,39,1,3,2,17575,618,16957,15473,128,0.035
708874533,Attrited Customer,45,F,2,College,Married,Less than $40K,Blue,36,1,3,2,3387,0,3387,510,24,0.0
708876183,Existing Customer,51,M,1,High School,Single,$60K - $80K,Silver,43,2,3,2,28673,0,28673,3722,69,0.0
708877458,Existing Customer,50,F,3,Uneducated,Married,Unknown,Blue,34,2,3,3,11343,0,11343,8027,94,0.0
708878508,Existing Customer,45,F,3,High School,Married,Less than $40K,Blue,37,4,1,3,2104,1267,837,1732,35,0.602
708879483,Existing Customer,48,F,1,College,Divorced,Less than $40K,Blue,36,6,3,0,4006,1646,2360,5006,89,0.411
708880683,Existing Customer,49,M,5,College,Married,$40K - $60K,Blue,40,4,3,4,3970,892,3078,13697,102,0.225
708881583,Existing Customer,50,M,2,Uneducated,Married,$40K - $60K,Blue,43,1,3,1,12458,1332,11126,8752,95,0.107
708884658,Existing Customer,48,F,2,Graduate,Married,Less than $40K,Blue,31,5,1,1,2315,1565,750,4828,90,0.676
708885558,Attrited Customer,56,F,1,High School,Single,Less than $40K,Blue,48,1,5,2,3556,0,3556,2220,45,0.0
708886533,Existing Customer,50,M,1,Graduate,Single,$120K +,Blue,41,4,1,3,13032,1701,11331,4348,77,0.131
708887433,Existing Customer,65,M,0,Graduate,Single,Less than $40K,Blue,56,6,1,3,2717,0,2717,3150,59,0.0
708888633,Attrited Customer,52,M,3,Doctorate,Married,$80K - $120K,Blue,36,2,3,3,3022,895,2127,2724,38,0.296
708890133,Existing Customer,46,F,4,College,Married,Unknown,Blue,35,2,2,2,1438,0,1438,4659,74,0.0
708890958,Existing Customer,55,M,3,Graduate,Single,$120K +,Blue,42,3,3,2,31636,2517,29119,4231,68,0.08
708892833,Attrited Customer,37,M,2,Graduate,Married,$120K +,Blue,30,2,4,4,13662,0,13662,725,22,0.0
708894183,Existing Customer,53,M,3,College,Single,$120K +,Silver,44,4,4,2,34516,1073,33443,4485,86,0.031
708895158,Existing Customer,46,M,2,Unknown,Married,$80K - $120K,Blue,34,3,3,3,2925,2365,560,1371,30,0.809
708897408,Existing Customer,46,M,3,College,Single,$60K - $80K,Blue,36,4,2,3,1621,787,834,4719,73,0.486
708899283,Existing Customer,40,F,3,Uneducated,Single,Unknown,Blue,28,3,3,3,2690,1935,755,4917,81,0.719
708900408,Existing Customer,52,F,1,Graduate,Divorced,Unknown,Blue,35,3,2,4,13169,1499,11670,4370,83,0.114
708902883,Existing Customer,55,M,2,Graduate,Single,$120K +,Blue,36,5,2,2,12856,0,12856,3364,61,0.0
708905733,Existing Customer,45,M,5,Uneducated,Single,$60K - $80K,Blue,32,1,2,1,20633,1989,18644,7570,91,0.096
708907833,Existing Customer,38,F,1,High School,Single,Unknown,Blue,27,2,2,2,24965,2517,22448,7866,84,0.101
708908883,Existing Customer,37,F,2,Graduate,Divorced,Less than $40K,Silver,32,1,3,2,12033,1025,11008,12603,106,0.085
708911508,Existing Customer,50,F,2,Unknown,Married,Less than $40K,Blue,39,3,3,2,2046,0,2046,3446,71,0.0
708913233,Existing Customer,37,M,1,High School,Married,$40K - $60K,Blue,28,3,4,2,3601,1236,2365,1802,34,0.343
708916083,Attrited Customer,49,F,0,Doctorate,Unknown,Less than $40K,Blue,37,5,2,3,1749,0,1749,2510,38,0.0
708917133,Existing Customer,48,M,3,High School,Single,$80K - $120K,Blue,35,3,3,4,11851,0,11851,4498,73,0.0
708918558,Attrited Customer,37,F,2,Graduate,Married,$40K - $60K,Blue,36,5,3,2,1959,662,1297,3046,52,0.338
708923658,Existing Customer,41,F,3,Unknown,Unknown,Less than $40K,Blue,28,3,2,2,7234,1420,5814,4466,92,0.196
708924783,Existing Customer,43,M,3,Graduate,Divorced,$80K - $120K,Blue,36,4,1,0,5506,2129,3377,4024,62,0.387
